681	music_artist-http://dbpedia.org/resource/Eminem
682	music_artist-http://dbpedia.org/resource/Lady_Gaga
683	music_band-http://dbpedia.org/resource/Linkin_Park
684	music_artist-http://dbpedia.org/resource/Michael_Jackson
685	music_artist-http://dbpedia.org/resource/Bob_Marley
686	music_artist-http://dbpedia.org/resource/The_Beatles
687	music_artist-http://dbpedia.org/resource/Katy_Perry
688	music_band-http://dbpedia.org/resource/Paramore
689	music_artist-http://dbpedia.org/resource/Lil_Wayne
6810	music_artist-http://dbpedia.org/resource/Rihanna
6811	music_artist-http://dbpedia.org/resource/Taylor_Swift
6812	music_band-http://dbpedia.org/resource/Metallica
6813	music_band-http://dbpedia.org/resource/Pink_Floyd
6814	music_artist-http://dbpedia.org/resource/Drake_(rapper)
6815	music_band-http://dbpedia.org/resource/Green_Day
6816	music_artist-http://dbpedia.org/resource/Usher_(entertainer)
6817	music_artist-http://dbpedia.org/resource/Beyoncé
6818	music_band-http://dbpedia.org/resource/Coldplay
6819	music_artist-http://dbpedia.org/resource/Shakira
6820	music_band-http://dbpedia.org/resource/Red_Hot_Chili_Peppers
6821	music_band-http://dbpedia.org/resource/System_of_a_Down
6822	music_artist-http://dbpedia.org/resource/Owl_City
6823	music_artist-http://dbpedia.org/resource/Avril_Lavigne
6824	music_artist-http://dbpedia.org/resource/Queen_(band)
6825	music_band-http://dbpedia.org/resource/AC/DC
6826	music_band-http://dbpedia.org/resource/Nirvana_(band)
6827	music_artist-http://dbpedia.org/resource/Kesha
6828	music_artist-http://dbpedia.org/resource/Alicia_Keys
6829	music_genre-http://dbpedia.org/resource/Rock_music
6830	music_band-http://dbpedia.org/resource/Kings_of_Leon
6831	music_band-http://dbpedia.org/resource/Disturbed_(band)
6832	music_band-http://dbpedia.org/resource/Nickelback
6833	music_artist-http://dbpedia.org/resource/T.I.
6834	music_band-http://dbpedia.org/resource/Muse_(band)
6835	music_artist-http://dbpedia.org/resource/Trey_Songz
6836	music_artist-http://dbpedia.org/resource/Akon
6837	music_band-http://dbpedia.org/resource/Evanescence
6838	music_artist-http://dbpedia.org/resource/The_Black_Eyed_Peas
6839	music_band-http://dbpedia.org/resource/Slipknot_(band)
6840	music_band-http://dbpedia.org/resource/Avenged_Sevenfold
6841	music_artist-http://dbpedia.org/resource/Johnny_Cash
6842	music_band-http://dbpedia.org/resource/Korn
6843	music_artist-http://dbpedia.org/resource/Justin_Bieber
6844	music_artist-http://dbpedia.org/resource/Jason_Mraz
6845	music_band-http://dbpedia.org/resource/Guns_N'_Roses
6846	music_band-http://dbpedia.org/resource/Three_Days_Grace
6847	music_band-http://dbpedia.org/resource/My_Chemical_Romance
6848	music_band-http://dbpedia.org/resource/3OH!3
6849	music_genre-http://dbpedia.org/resource/Country_music
6850	music_artist-http://dbpedia.org/resource/Enrique_Iglesias
6851	music_artist-http://dbpedia.org/resource/Kid_Cudi
6852	music_artist-http://dbpedia.org/resource/Bon_Jovi
6853	music_genre-http://dbpedia.org/resource/Punk_rock
6854	music_band-http://dbpedia.org/resource/The_Doors
6855	music_artist-http://dbpedia.org/resource/Chris_Brown
6856	music_artist-http://dbpedia.org/resource/Bullet_for_My_Valentine
6857	music_band-http://dbpedia.org/resource/Breaking_Benjamin
6858	music_composition-http://dbpedia.org/resource/Sublime_(song)
6859	music_genre-http://dbpedia.org/resource/Hip_hop_music
6860	music_artist-http://dbpedia.org/resource/Jay-Z
6861	music_album-http://dbpedia.org/resource/30_Seconds_to_Mars_(album)
6862	music_band-http://dbpedia.org/resource/Fall_Out_Boy
6863	music_artist-http://dbpedia.org/resource/Radiohead
6864	music_band-http://dbpedia.org/resource/The_Killers
6865	music_artist-http://dbpedia.org/resource/Lady_Antebellum
6866	music_band-http://dbpedia.org/resource/Foo_Fighters
6867	music_artist-http://dbpedia.org/resource/Kanye_West
6868	music_artist-http://dbpedia.org/resource/Bruno_Mars
6869	music_artist-http://dbpedia.org/resource/Miley_Cyrus
6870	music_band-http://dbpedia.org/resource/Daft_Punk
6871	music_artist-http://dbpedia.org/resource/David_Guetta
6872	music_artist-http://dbpedia.org/resource/Justin_Timberlake
6873	music_artist-http://dbpedia.org/resource/Carrie_Underwood
6874	music_band-http://dbpedia.org/resource/Maroon_5
6875	music_artist-http://dbpedia.org/resource/Britney_Spears
6876	music_artist-http://dbpedia.org/resource/50_Cent
6877	music_band-http://dbpedia.org/resource/Blink-182
6878	music_artist-http://dbpedia.org/resource/John_Mayer
6879	music_genre-http://dbpedia.org/resource/Pop_rock
6880	music_artist-http://dbpedia.org/resource/Wiz_Khalifa
6881	music_band-http://dbpedia.org/resource/Gorillaz
6882	music_band-http://dbpedia.org/resource/Panic!_at_the_Disco
6883	music_artist-http://dbpedia.org/resource/Snoop_Dogg
6884	music_artist-http://dbpedia.org/resource/U2
