261	book-http://dbpedia.org/resource/Harry_Potter
262	book-http://dbpedia.org/resource/Twilight_(series)
263	book-http://dbpedia.org/resource/Bible
264	book-http://dbpedia.org/resource/Manga
265	book-http://dbpedia.org/resource/The_Lord_of_the_Rings
266	book-http://dbpedia.org/resource/Pride_and_Prejudice
267	book-http://dbpedia.org/resource/The_Catcher_in_the_Rye
268	book-http://dbpedia.org/resource/The_Da_Vinci_Code
269	book-http://dbpedia.org/resource/To_Kill_a_Mockingbird
2610	book-http://dbpedia.org/resource/The_Hunger_Games
2611	book-http://dbpedia.org/resource/Angels_&_Demons
2612	book-http://dbpedia.org/resource/The_Hobbit
2613	book_genre-http://dbpedia.org/resource/Fantasy
2614	book-http://dbpedia.org/resource/Chosen_(A_House_of_Night_novel)
2615	book-http://dbpedia.org/resource/Eragon
2616	book-http://dbpedia.org/resource/The_Great_Gatsby
2617	book-http://dbpedia.org/resource/The_Watchmen_(novel)
2618	book-http://dbpedia.org/resource/The_Alchemist_(novel)
2619	book-http://dbpedia.org/resource/Percy_Jackson_&_the_Olympians
2620	book-http://dbpedia.org/resource/The_Secret_(book)
2621	book-http://dbpedia.org/resource/I_Am_Legend_(novel)
2622	book-http://dbpedia.org/resource/The_Chronicles_of_Narnia
2623	book-http://dbpedia.org/resource/The_Lovely_Bones
2624	book-http://dbpedia.org/resource/The_Outsiders_(novel)
2625	book-http://dbpedia.org/resource/The_Giver
2626	book_writer-http://dbpedia.org/resource/Dave_Pelzer
2627	book-http://dbpedia.org/resource/I_Hope_They_Serve_Beer_in_Hell
2628	book-http://dbpedia.org/resource/The_Hitchhiker's_Guide_to_the_Galaxy_(novel)
2629	book-http://dbpedia.org/resource/The_Kite_Runner
2630	book-http://dbpedia.org/resource/Jane_Eyre
2631	book-http://dbpedia.org/resource/The_Perks_of_Being_a_Wallflower
2632	book-http://dbpedia.org/resource/The_Notebook_(novel)
2633	book-http://dbpedia.org/resource/Brave_New_World
2634	book-http://dbpedia.org/resource/Animal_Farm
2635	book-http://dbpedia.org/resource/Wuthering_Heights
2636	book-http://dbpedia.org/resource/Crank_(novel)
2637	book-http://dbpedia.org/resource/Of_Mice_and_Men
2638	book-http://dbpedia.org/resource/Lord_of_the_Flies
2639	book-http://dbpedia.org/resource/Ender's_Game
2640	book-http://dbpedia.org/resource/Maximum_Ride
2641	book-http://dbpedia.org/resource/Memoirs_of_a_Geisha
2642	book-http://dbpedia.org/resource/The_Host_(novel)
2643	book-http://dbpedia.org/resource/Vampire_Academy_(novel)
2644	book_genre-http://dbpedia.org/resource/Comics
2645	book-http://dbpedia.org/resource/Romeo_and_Juliet
2646	book-http://dbpedia.org/resource/Go_Ask_Alice
2647	book-http://dbpedia.org/resource/Tuesdays_with_Morrie
2648	book_genre-http://dbpedia.org/resource/Science_fiction
2649	book-http://dbpedia.org/resource/Sun_Bin's_Art_of_War
2650	book-http://dbpedia.org/resource/Eldest
2651	book-http://dbpedia.org/resource/Nineteen_Eighty-Four
2652	book-http://dbpedia.org/resource/The_Zombie_Survival_Guide
2653	book-http://dbpedia.org/resource/Artemis_Fowl_(novel)
2654	book-http://dbpedia.org/resource/My_Sister's_Keeper_(novel)
2655	book_writer-http://dbpedia.org/resource/Stuff_White_People_Like
2656	book-http://dbpedia.org/resource/Gone_with_the_Wind
2657	book-http://dbpedia.org/resource/Inheritance_(novel)
2658	book-http://dbpedia.org/resource/The_Last_Song_(novel)
2659	book-http://dbpedia.org/resource/A_Series_of_Unfortunate_Events
2660	book-http://dbpedia.org/resource/The_Hamlet
2661	book-http://dbpedia.org/resource/Cecilia_(McClure_novel)
2663	book-http://dbpedia.org/resource/Dracula
2664	book-http://dbpedia.org/resource/Book_of_Mormon
2665	book-http://dbpedia.org/resource/Eat,_Pray,_Love
2666	book-http://dbpedia.org/resource/Catching_Fire
2667	book-http://dbpedia.org/resource/The_Picture_of_Dorian_Gray
2668	book-http://dbpedia.org/resource/The_Chronicles_of_Narnia:_Prince_Caspian
2669	book-http://dbpedia.org/resource/The_Little_Prince
2670	book-http://dbpedia.org/resource/Goosebumps
2671	book_genre-http://dbpedia.org/resource/Comic_novel
2672	book-http://dbpedia.org/resource/The_Count_of_Monte_Cristo
2673	book_genre-http://dbpedia.org/resource/Thriller_(genre)
2674	book-http://dbpedia.org/resource/The_Coldest_Winter_Ever
2675	book_genre-http://dbpedia.org/resource/Fiction
2676	book-http://dbpedia.org/resource/The_Five_People_You_Meet_in_Heaven
2677	book-http://dbpedia.org/resource/Alice's_Adventures_in_Wonderland
2678	book-http://dbpedia.org/resource/Atlas_Shrugged
2679	book-http://dbpedia.org/resource/A_Memory_of_Light
2681	book-http://dbpedia.org/resource/Crime_and_Punishment
2682	book-http://dbpedia.org/resource/The_Shack
2683	book-http://dbpedia.org/resource/Teaching_with_Calvin_and_Hobbes
2684	book-http://dbpedia.org/resource/Dune_(novel)
2685	book-http://dbpedia.org/resource/Night_(book)
2686	book-http://dbpedia.org/resource/The_Adventures_of_Sherlock_Holmes
2687	book-http://dbpedia.org/resource/Wicked:_The_Life_and_Times_of_the_Wicked_Witch_of_the_West
2688	book-http://dbpedia.org/resource/Uglies
2689	book-http://dbpedia.org/resource/His_Dark_Materials
2690	book-http://dbpedia.org/resource/A_Thousand_Splendid_Suns
2691	book-http://dbpedia.org/resource/The_Time_Traveler's_Wife
2692	book-http://dbpedia.org/resource/Speak_(novel)
2693	book-http://dbpedia.org/resource/Glass_(novel)
2694	book-http://dbpedia.org/resource/The_Purpose_Driven_Life
2695	book_genre-http://dbpedia.org/resource/Biographical_novel
2696	book-http://dbpedia.org/resource/Gossip_Girl_(novel_series)
2697	book-http://dbpedia.org/resource/Fahrenheit_451
2698	book-http://dbpedia.org/resource/The_Fountainhead
2699	book-http://dbpedia.org/resource/Impulse_economy
26100	book-http://dbpedia.org/resource/Catch-22
26101	book-http://dbpedia.org/resource/City_of_Ashes
26102	book-http://dbpedia.org/resource/Frankenstein
26103	book-http://dbpedia.org/resource/Five_Point_Someone
26104	book-http://dbpedia.org/resource/The_Dark_Tower:_The_Gunslinger
26105	book-http://dbpedia.org/resource/The_Lost_Symbol
26106	book-http://dbpedia.org/resource/Dear_John_(novel)
26107	book-http://dbpedia.org/resource/The_Girl_with_the_Dragon_Tattoo
26108	book-http://dbpedia.org/resource/Fear_and_Loathing_in_Las_Vegas
26109	book-http://dbpedia.org/resource/Inkheart
26110	book-http://dbpedia.org/resource/The_God_Delusion
26111	book-http://dbpedia.org/resource/Les_Misérables
26112	book-http://dbpedia.org/resource/Cirque_du_Freak
26113	book-http://dbpedia.org/resource/Mockingjay
26114	book-http://dbpedia.org/resource/Diary_of_a_Wimpy_Kid_(series)
26115	book-http://dbpedia.org/resource/The_Book_Thief
26116	book_character-http://dbpedia.org/resource/Naruto_Uzumaki
26117	book-http://dbpedia.org/resource/List_of_Scott_Pilgrim_characters
26118	book-http://dbpedia.org/resource/Fallen_(Kate_novel)
26119	book-http://dbpedia.org/resource/Choke_(novel)
26120	book-http://dbpedia.org/resource/Where_the_Red_Fern_Grows
26121	book-http://dbpedia.org/resource/Brisingr
26122	book-http://dbpedia.org/resource/PS,_I_Love_You_(novel)
26123	book-http://dbpedia.org/resource/The_Bell_Jar
26124	book-http://dbpedia.org/resource/The_Giving_Tree
26125	book-http://dbpedia.org/resource/Sense_and_Sensibility
26126	book-http://dbpedia.org/resource/Macbeth
26127	book-http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(novel)
26128	book-http://dbpedia.org/resource/Lolita
26129	book-http://dbpedia.org/resource/Slaughterhouse-Five
26130	book-http://dbpedia.org/resource/A_Million_Little_Pieces
26131	book_genre-http://dbpedia.org/resource/Mystery_fiction
26132	book-http://dbpedia.org/resource/Pretty_Little_Liars_(book)
26133	book-http://dbpedia.org/resource/Interview_with_the_Vampire
26134	book-http://dbpedia.org/resource/Little_Women
26135	book-http://dbpedia.org/resource/World_War_Z
26136	book_writer-http://dbpedia.org/resource/Nora_Roberts
26137	book-http://dbpedia.org/resource/Great_Expectations
26138	book-http://dbpedia.org/resource/Life_of_Pi
26139	book-http://dbpedia.org/resource/The_Stand
26140	book-http://dbpedia.org/resource/The_Road
26141	book_character-http://dbpedia.org/resource/Tyson_(Percy_Jackson)
26142	book-http://dbpedia.org/resource/Rich_Dad_Poor_Dad
26143	book-http://dbpedia.org/resource/Quran
26144	book-http://dbpedia.org/resource/Siddhartha_(novel)
26145	book-http://dbpedia.org/resource/The_Godfather_(novel)
26146	book-http://dbpedia.org/resource/Odyssey
26147	book-http://dbpedia.org/resource/Where_the_Wild_Things_Are
26148	book-http://dbpedia.org/resource/Inferno_(Dante)
26149	book-http://dbpedia.org/resource/Burned_(Hopkins_novel)
26150	book-http://dbpedia.org/resource/Studies_of_the_Book_of_Mormon
26151	book-http://dbpedia.org/resource/Looking_for_Alaska
26152	book-http://dbpedia.org/resource/Holes_(novel)
26153	book-http://dbpedia.org/resource/The_Sword_of_Truth
26154	book-http://dbpedia.org/resource/The_Scarlet_Letter
26155	book-http://dbpedia.org/resource/The_Lost_Boy_(memoir)
26156	book-http://dbpedia.org/resource/The_Vampire_Chronicles
26157	book-http://dbpedia.org/resource/Love_Story_(novel)
26158	book_genre-http://dbpedia.org/resource/Adventure_fiction
26159	book-http://dbpedia.org/resource/A_Clockwork_Orange
26160	book-http://dbpedia.org/resource/A_Tale_of_Two_Cities
26161	book_genre-http://dbpedia.org/resource/Romance_novel
26162	book-http://dbpedia.org/resource/On_the_Road
26163	book-http://dbpedia.org/resource/The_Diary_of_a_Young_Girl
26164	book-http://dbpedia.org/resource/Running_with_Scissors_(memoir)
26165	book-http://dbpedia.org/resource/Water_for_Elephants
26166	book_writer-http://dbpedia.org/resource/Stan_Lee
26167	book-http://dbpedia.org/resource/Green_Eggs_and_Ham
26168	book_genre-http://dbpedia.org/resource/Non-fiction_novel
26169	book-http://dbpedia.org/resource/American_Gods
26170	book-http://dbpedia.org/resource/A_Wrinkle_in_Time
26171	book-http://dbpedia.org/resource/Vampire_Kisses
26172	book-http://dbpedia.org/resource/Left_Behind_(novel)
26173	book-http://dbpedia.org/resource/The_Sisterhood_of_the_Traveling_Pants_(novel)
26174	book-http://dbpedia.org/resource/Freakonomics
26175	book-http://dbpedia.org/resource/Nancy_Drew
26176	book-http://dbpedia.org/resource/The_Grapes_of_Wrath
