96328	26274	5	1068969824
96328	2663	2	1149288936
96328	267	3	1132032726
96328	261047	5	1223254283
96328	2667	4	862607602
96328	2616	1	888089641
96328	2633	2	1001543862
96328	261	1	1100072282
39037	2688	3	970742936
39037	262	4	1019087013
39037	261976	4	1047648566
39037	26232	4	1043618285
39037	263091	2	1010117788
39037	26592	4	1028492263
39037	263015	2	1003338774
39037	26473	1	1159593643
33855	26823	3	1180613526
33855	26390	3	1121454652
33855	2612	4	1155002399
33855	26597	2	795502151
33855	26414	2	832588774
33855	263451	3	1026200578
33855	264271	3	1049906158
33855	261692	2	838096664
33855	26202	1	1173477760
33855	26216	3	1108634171
33855	26788	5	1040422791
33855	26758	3	1112541685
33855	261422	4	1199252211
33855	262994	3	1082741016
33855	26135	2	1080405858
33855	26117	5	1157693038
33855	26127	2	964581050
33855	26102	2	1108724250
33851	264210	1	950952447
33851	262384	2	824777176
33851	261520	1	1182809596
33851	26251	2	1044423513
33851	26171	5	1078990695
33851	2624	4	1202451952
33851	26112	5	919936252
33898	26281	5	960141698
33898	261307	5	947450355
33898	2625	1	851827153
33898	26728	3	1206536635
33898	2681	1	996213675
33898	26154	2	877212842
33898	26247	4	1131066375
33889	2659	2	949831896
33889	2663	1	1124511669
33889	261011	2	952513338
33889	26360	5	1095189633
33889	265	4	1110214250
33889	262876	4	1018751164
33889	26851	3	1040156726
33889	26126	2	890209046
33889	26139	5	1172393143
27471	26102	4	1226606711
27471	26211	1	1031882714
27471	261816	3	1172410322
27471	26759	1	792321980
27471	263719	3	1098527796
27471	2681	1	1127456648
27471	261874	4	889004511
27471	26490	4	1034236253
156343	266	2	1095411355
156343	2664	2	1172023368
156343	26349	3	893777564
156343	263111	4	906505983
156343	265	5	1091526952
156343	2630	4	1049167721
156343	26160	2	964159321
156343	262828	4	1005886841
156343	26153	5	893667664
156343	2648	2	805669175
156343	26683	3	964351963
57019	2684	3	1192195881
57019	262113	2	1165064225
57019	264607	2	1050493959
57019	261887	1	896767558
57019	2633	4	1189550195
57019	2697	1	1108279370
57019	261293	2	1010466621
57019	261556	1	1182239748
57019	261946	3	1199994579
57019	2637	2	1045590193
115946	261580	4	824481392
115946	264	2	1057486819
115946	262422	1	809010007
115946	26795	5	864351925
115946	2615	5	1157879484
115946	261	3	821916622
115946	2668	5	829375969
115927	261	5	816438473
115927	262	1	998760937
115927	261311	2	970935821
115927	26870	4	1185311628
115927	26397	3	967428016
115927	261035	4	1183361648
115927	26122	5	1120387886
96305	26550	4	1230646849
96305	26120	4	1005492158
96305	26568	4	963764539
96305	26611	3	1052953485
96305	26352	1	900058242
96305	26146	2	987822141
96305	26565	5	1142626261
39184	2611	2	873361483
39184	2612	1	1032482703
39184	26106	4	909981186
39184	261172	1	880574991
39184	261	3	1022497736
39184	26148	5	806342007
39184	26557	1	1202396152
33749	262305	1	908198276
33749	26179	2	973243449
33749	26109	1	1193347952
33749	262	3	922177635
33749	2646	5	807614401
33749	26232	2	1228952511
33749	26228	3	1153333689
96210	261	1	977114202
96210	26110	4	1084116029
96210	262884	4	922704988
96210	2648	1	1084446755
96210	263172	2	1070985190
96210	26264	2	1014338318
96210	2612	3	1151883988
96210	262	4	859403891
96246	26242	3	998210560
96246	26105	1	1098889289
96246	2629	5	835708069
96246	2618	1	905246901
96246	2632	4	934540618
96246	26371	4	925082630
96246	262479	2	1134644221
27576	26182	1	969805734
27576	26636	4	1058270599
27576	261155	4	1105593844
27576	264674	2	795039781
27576	26104	1	1196732275
27576	26437	1	1047794271
27576	261521	3	1055791470
33702	261152	3	920215257
33702	261060	1	875802621
33702	26748	4	1110612163
33702	26544	2	1211378934
33702	2676	3	852243858
33702	26340	2	1139281585
33702	261154	4	1087258256
33702	264	2	879669353
27521	26155	5	891090232
27521	2624	4	823480790
27521	26998	1	1104662685
27521	2671	2	1038249299
27521	26225	3	878832173
27521	26221	1	868189710
27521	26209	2	798297365
27521	26491	2	900204332
57168	2616	3	1097789536
57168	26344	2	1183650187
57168	26271	1	1136076630
57168	26216	3	923179966
57168	26346	4	1028106577
57168	26382	2	905255532
57168	2663	4	1044563941
57146	2613	4	1038722951
57146	261802	3	827843008
57146	26224	2	1184215808
57146	263790	3	870597568
57146	26169	5	913579862
57146	2612	5	989089324
57146	26252	1	919673589
72935	2677	4	917143038
72935	261087	4	1176718816
72935	26371	2	1106281228
72935	26719	2	1077909751
72935	26935	2	891444979
72935	26860	4	904429247
72935	26794	2	1181683256
72935	26104	4	889244659
33695	261450	4	845998247
33695	26141	3	843352623
33695	2676	4	857176216
33695	262764	2	921115480
33695	26161	5	799320240
33695	261112	5	1121755175
33695	263542	3	1082074055
33692	2628	5	907922543
33692	26308	1	847279898
33692	2612	4	1012128005
33692	26206	5	908236221
33692	2644	1	899739024
33692	265	5	795329228
33692	261	5	1200166663
84552	2686	4	989301839
84552	26193	1	820001399
84552	26129	3	846448070
84552	261988	5	945829981
84552	26249	1	976627960
84552	26728	2	1168378191
84552	2660	4	1113209888
156493	26249	4	1029984616
156493	261651	5	1188358610
156493	26583	5	1189819114
156493	26303	3	1071908896
156493	26399	1	1019288723
156493	26216	4	1050666294
156493	2638	3	1109017192
156493	2686	4	931566872
156493	26320	5	1198131665
156493	2625	4	1205053932
156493	2692	3	1079085825
156493	2631	3	1005836223
84569	261	4	1048065803
84569	2679	3	1058337809
84569	263	5	902261039
84569	26721	5	1130795698
84569	264	3	1030247312
84569	263225	3	890394997
84569	264671	5	904821864
57123	2630	2	1046752015
57123	26101	3	1065898371
57123	261994	1	1050466345
57123	2663	2	971254315
57123	26309	3	1019401263
57123	2642	1	908619906
57123	26197	2	1085281945
84540	26477	1	999282150
84540	2618	3	829070531
84540	26144	5	1174945813
84540	26341	1	1061403757
84540	26129	4	1226168455
84540	26167	5	912340385
84540	26127	1	1145404963
84540	26189	3	813174223
84540	2634	1	1213024878
84512	262238	3	864331988
84512	2614	5	966040102
84512	26101	3	1057731563
84512	26696	1	1212327267
84512	262271	5	1179247863
84512	26602	1	927977711
84512	262692	3	1194429694
84512	26549	1	1064282130
84512	262	2	930509919
84523	26439	4	891484506
84523	26381	1	947095072
84523	26254	1	933745840
84523	26173	4	803892235
84523	2656	2	1006924416
84523	26429	3	1069968618
84523	26549	1	926022388
84523	26261	3	919859295
72990	26369	1	1187344074
72990	2628	2	1080935102
72990	26471	5	921100118
72990	2629	1	831962756
72990	26224	1	991285472
72990	2690	4	819161793
72990	2612	2	1148036808
156083	2698	1	1229587123
156083	261106	2	1157177124
156083	26905	5	921538929
156083	2678	1	838412940
156083	26719	3	1212840003
156083	26342	5	994088331
156083	26817	4	988348583
156083	26146	5	982443227
33998	261602	2	1071098568
33998	26589	5	820719297
33998	261056	1	1035948639
33998	2677	2	1084576316
33998	2656	5	1115909434
33998	2637	4	1188475537
33998	2666	1	1062298938
33998	26499	2	939723898
39356	261426	4	937927800
39356	26230	4	852344713
39356	26655	2	1129764907
39356	2689	5	982635311
39356	262288	1	1134354476
39356	26162	1	1098136686
39356	2667	2	1043580375
39356	267	3	1066596831
39356	26288	1	1143814485
115574	263409	5	1230364055
115574	2678	3	1192888783
115574	263	4	1177271159
115574	26398	4	1062503383
115574	265	5	823054232
115574	26256	1	893653742
115574	263248	4	878187079
115574	26661	5	998910708
115645	26929	5	1230860662
115645	261243	3	1116808886
115645	26205	3	957976731
115645	2676	4	841101109
115645	2691	3	966329626
115645	261	3	1016497388
115645	26285	2	1003923868
84722	2618	2	1130801139
84722	261034	2	845870964
84722	2615	1	884318454
84722	26775	1	1058087455
84722	26194	1	928243301
84722	2611	1	993353101
84722	2696	5	808075858
69394	26524	5	807937106
69394	266	5	1129790646
69394	26411	5	952968035
69394	26510	5	1135718974
69394	26292	3	1099889405
69394	26145	3	974175797
69394	26287	5	1156632839
156270	2631	2	1098841728
156270	26820	3	1052197419
156270	26148	4	1115407400
156270	261319	2	1071537732
156270	26798	2	1188676242
156270	26108	4	902897232
156270	26626	3	919761329
156270	26164	1	896336669
156270	267	4	793836595
156270	26119	1	958900289
156270	26858	2	1226915245
156270	26758	1	1141523453
156270	26137	2	821596394
84774	2635	3	995578458
84774	26218	3	1090364287
84774	2672	2	912238415
84774	26163	3	1165925747
84774	26373	1	950661974
84774	261046	4	821072439
84774	2656	4	937648667
156265	2659	5	812572704
156265	2622	5	1137114450
156265	261863	3	1219783715
156265	26499	4	858222153
156265	2616	1	1019849200
156265	26149	2	960620823
156265	262936	5	1002251157
156265	262536	5	1026944213
156265	261	5	968617167
156265	26439	1	807784266
156265	263782	3	951426388
156265	26163	1	956587780
69986	262	5	1200663577
69986	262088	1	975565981
69986	2676	2	1001629785
69986	2659	5	1022624377
69986	26640	3	814205382
69986	262776	3	1088234176
69986	261976	1	897475564
127050	2656	4	1141334288
127050	2654	3	950991423
127050	26194	5	934554285
127050	263357	3	957875850
127050	26585	2	922112127
127050	26115	4	818615191
127050	26111	3	989212767
127050	261143	1	1121025427
127050	26366	4	1113489552
127050	261114	4	1174105989
96767	263081	1	1011894222
96767	2628	5	1058415388
96767	261029	4	947279684
96767	261730	1	906272562
96767	26531	3	1200925283
96767	26662	3	1172108856
96767	2652	4	806316093
33370	2612	4	899158780
33370	261620	3	861239519
33370	26659	5	875078553
33370	268	4	1224796956
33370	2666	2	829631727
33370	26105	4	1010578272
33370	2622	3	1054719532
33370	2616	1	1094243300
115531	2652	3	1107963873
115531	26169	1	843147263
115531	2667	4	1121607058
115531	26527	5	1102265262
115531	26536	3	1219127678
115531	2695	5	1099701336
115531	26494	4	838082591
115531	262351	3	908443548
115531	262539	3	935084547
115531	263683	5	997151302
18075	2656	3	1191200086
18075	26805	3	914338618
18075	26320	2	1016740667
18075	26244	5	1009880247
18075	26315	3	990238748
18075	2651	4	845368546
18075	26129	3	1008180171
18075	2697	4	1188687711
27904	261126	4	1103418511
27904	261407	5	921835200
27904	26202	3	968316318
27904	264600	5	1163495402
27904	261229	2	1191028014
27904	264666	3	1132547897
27904	2618	1	1146817242
33259	26109	4	802553561
33259	2612	3	940106602
33259	2611	4	1034563513
33259	2689	5	926164761
33259	26267	2	1202978476
33259	26554	4	1228268008
33259	261395	4	1089585727
33259	26201	4	1200929403
33259	26830	2	841421471
96640	261848	4	867919585
96640	265	3	859763558
96640	262072	5	1080411542
96640	262027	5	1150593871
96640	26456	4	1045051202
96640	261602	3	980755330
96640	26187	2	973956826
96646	26415	3	811791305
96646	261155	4	947583582
96646	26686	1	985090531
96646	26395	3	969187399
96646	2617	1	1064098478
96646	2637	1	1049723216
96646	2651	2	1109881629
18107	269	1	849264695
18107	26506	5	1216854206
18107	2697	2	813037004
18107	26395	4	878903741
18107	26199	2	1101363537
18107	26283	1	1161033095
18107	26384	1	831721749
18107	26988	1	825669866
18107	263590	1	913725455
18153	2641	5	1196249676
18153	2656	2	1021056332
18153	263444	4	1172351282
18153	26133	2	963778619
18153	26830	5	990327577
18153	26689	5	1047531588
18153	26477	1	949553214
18153	26543	3	891081660
18153	26210	5	1215660518
18175	26277	5	1183840158
18175	2632	2	966122900
18175	261823	2	917810183
18175	265	4	960083384
18175	262254	3	1172818171
18175	263133	2	1018460612
18175	262687	5	1000195260
18175	26246	1	1054160436
18175	26247	3	837788468
18163	2675	3	1140856367
18163	26860	1	1141435437
18163	2654	2	1203973152
18163	26121	2	1221110160
18163	2618	4	1043287572
18163	26634	1	887323380
18163	26674	2	857873115
115265	26106	3	1216151632
115265	26745	2	838181736
115265	262594	5	1166908390
115265	261082	4	900478066
115265	26194	4	898372404
115265	26323	4	1105558923
115265	26806	3	1117229825
115265	26601	5	1170391838
33632	26683	3	1007138402
33632	26969	3	859866172
33632	26170	2	1035247914
33632	2610	1	789847336
33632	262648	1	1153335811
33632	26137	4	887183967
33632	26698	3	1173860297
33632	26193	5	1132566081
33632	265	5	1020863149
96553	26682	3	936189726
96553	262021	3	1168780756
96553	2612	3	991180630
96553	26115	1	878130961
96553	2638	1	816582565
96553	262987	3	1116139424
96553	26414	4	941533965
96553	26249	2	1196441148
33611	26249	2	862282191
33611	26134	4	865131864
33611	263656	1	1193564190
33611	26576	3	852745855
33611	261167	3	806257699
33611	26315	1	826403171
33611	26650	2	817682219
33611	261	3	1221575147
33611	26504	5	845236315
33611	261527	1	1064984017
33611	26211	3	1098364242
33611	26589	3	1108381385
33611	2660	5	1001477479
33597	26794	4	1187324909
33597	26141	2	804880282
33597	26595	4	1032415212
33597	2634	5	912125666
33597	26688	2	1153904274
33597	266	2	1189892970
33597	2613	1	985210323
33597	2672	5	1192100733
115307	2617	1	856326172
115307	26325	5	809793181
115307	2625	3	1168137660
115307	26258	1	1055036523
115307	26655	1	1069201375
115307	261545	1	1161087122
115307	26170	1	1173406463
115307	2612	1	1162121012
115307	2633	3	834226398
18475	26195	4	841383736
18475	261550	1	902300512
18475	26116	1	1223421318
18475	26284	2	927772928
18475	26565	2	1094194698
18475	26876	3	810426072
18475	26764	4	1022763253
115135	2623	4	1108026811
115135	26835	1	1210077401
115135	2633	2	1065228674
115135	261091	4	909372697
